EBELN,EBELP,MATNR,MAKTX,LIFNR,PROGRAM,CRITICALITY,MENGE,MEINS,NETPR,NETWR,WAERS,EINDT,BEDAT,ACTUAL_DELIVERY,DELAY_DAYS,PAD_ANOMALY,STATUS
45102754,00010,NSN-1718-410833,Mobile launcher umbilical,100100,SR1-Freedom,Routine,31,LOT,147780.53,4581196.36,USD,2025-12-04,2025-10-26,2025-12-04,0,,Delivered
45102755,00010,NSN-9734-458955,Mobile launcher umbilical,100102,Artemis-3,Essential,14,EA,1588733.04,22242262.53,USD,2026-10-28,2026-05-13,2027-01-31,95,,Open-Late
45102756,00010,NSN-7512-781403,Connector backshell,100017,Gateway,Critical,20,EA,6258640.99,125172819.86,USD,2027-03-04,2026-05-20,2027-03-04,0,,Open
45102757,00010,NSN-8978-184643,RAD-hard FPGA board,100071,EGS-Ground,Critical,6,SET,7056229.77,42337378.61,USD,2026-07-13,2025-12-14,2026-08-03,21,,Open-Late
45102758,00010,NSN-4946-446968,Connector backshell,100040,Gateway,Routine,9,EA,354031.75,3186285.73,USD,2026-06-11,2026-05-21,2026-06-11,0,,Open
45102759,00010,NSN-6680-648410,Mobile launcher umbilical,100055,Artemis-3,Essential,31,EA,1838055.28,56979713.74,USD,2026-08-01,2026-05-06,2026-08-01,0,,Open
45102760,00010,NSN-8373-594078,Power distribution unit,100024,EGS-Ground,Critical,39,LOT,5138881.09,200416362.65,USD,2026-06-03,2025-10-19,2026-09-16,105,,Open-Late
45102761,00010,NSN-2595-657101,Inertial measurement unit,100038,Artemis-3,Essential,40,EA,2354552.69,94182107.67,USD,2026-02-20,2025-10-29,2026-02-20,0,,Delivered
45102762,00010,NSN-3508-315477,Pad water deluge nozzle,100116,SR1-Freedom,Routine,11,EA,496572.13,5462293.47,USD,2026-01-05,2025-12-03,2026-01-05,0,,Delivered
45102763,00010,NSN-1861-263137,Combustion chamber liner,100040,Gateway,Critical,5,SET,3701063.63,18505318.15,USD,2026-08-23,2026-03-31,2026-12-23,122,,Open-Late
45102764,00010,NSN-7814-961957,Space-grade DC-DC converter,100076,SR1-Freedom,Essential,28,EA,2277579.39,63772222.82,USD,2026-07-10,2026-03-19,2026-07-10,0,,Open
45102765,00010,NSN-7165-333726,Solar array wing,100043,EGS-Ground,Essential,11,EA,16795.69,184752.64,USD,2026-05-04,2025-12-22,2026-07-31,88,,Open-Late
45102766,00010,NSN-8685-570392,Composite interstage panel,100000,Moon-Base,Essential,9,LOT,1623242.88,14609185.93,USD,2026-04-30,2026-03-12,2026-04-30,0,,Delivered
45102767,00010,NSN-2517-565330,Ablative TPS tile,100074,Artemis-3,Essential,35,LOT,2503066.07,87607312.29,USD,2026-08-22,2026-03-02,2026-08-22,0,,Open
45102768,00010,NSN-4513-633036,Combustion chamber liner,100054,SR1-Freedom,Essential,25,EA,2478244.58,61956114.51,USD,2026-05-01,2026-03-04,2026-05-01,0,,Delivered
45102769,00010,NSN-3466-106687,MLI blanket set,100020,SR1-Freedom,Routine,4,EA,798858.42,3195433.67,USD,2025-11-18,2025-10-08,2025-11-18,0,,Delivered
45102770,00010,NSN-4913-989173,Inertial measurement unit,100021,Moon-Base,Routine,28,LOT,139860.59,3916096.41,USD,2026-02-08,2026-01-24,2026-02-08,0,,Delivered
45102771,00010,NSN-8923-907369,Ground command toolkit,100046,EGS-Ground,Critical,33,SET,6235597.9,205774730.67,USD,2026-10-04,2025-12-15,2026-10-04,0,,Open
45102772,00010,NSN-5498-770532,Telemetry decoder,100002,Gateway,Routine,30,EA,307582.54,9227476.11,USD,2025-12-28,2025-11-09,2025-12-28,0,,Delivered
45102773,00010,NSN-2128-656937,Titanium thrust bracket,100046,Gateway,Critical,2,LOT,6621.36,13242.72,USD,2026-09-03,2025-12-06,2026-09-09,6,,Open-Late
45102774,00010,NSN-5150-138399,Mobile launcher umbilical,100051,Artemis-3,Routine,19,EA,192429.38,3656158.15,USD,2026-06-06,2026-05-08,2026-06-06,0,,Delivered
45102775,00010,NSN-6038-208998,Flight software license,100091,Moon-Base,Critical,1,EA,5590216.4,5590216.4,USD,2026-12-25,2026-04-28,2027-03-22,87,,Open-Late
45102776,00010,NSN-6620-779445,Flight computer module,100033,EGS-Ground,Critical,3,LOT,1421022.14,4263066.42,USD,2026-11-10,2026-04-20,2026-11-10,0,,Open
45102777,00010,NSN-7690-449499,Rad-hard memory array,100000,Gateway,Essential,27,SET,717177.84,19363801.74,USD,2026-04-09,2026-01-13,2026-04-09,0,,Delivered
45102778,00010,NSN-1496-622230,Ground command toolkit,100062,Gateway,Routine,9,SET,177678.48,1599106.36,USD,2026-04-04,2026-02-15,2026-06-08,65,,Delivered
45102779,00010,NSN-6511-631958,Power distribution unit,100036,Artemis-3,Routine,8,EA,338028.1,2704224.84,USD,2026-02-19,2025-12-29,2026-02-19,0,,Delivered
45102780,00010,NSN-7821-528090,Connector backshell,100070,Gateway,Critical,10,EA,1965980.66,19659806.59,USD,2026-09-24,2025-11-16,2026-10-18,24,,Open-Late
45102781,00010,NSN-6218-384218,Space-grade DC-DC converter,100041,Artemis-3,Critical,10,EA,4618072.24,46180722.36,USD,2026-11-04,2026-02-12,2027-01-25,82,,Open-Late
45102782,00010,NSN-2169-162535,Composite interstage panel,100034,Gateway,Critical,6,SET,5466512.06,32799072.34,USD,2026-07-14,2025-10-10,2026-07-14,0,,Open
45102783,00010,NSN-9734-458955,Mobile launcher umbilical,100102,Artemis-3,Essential,15,EA,1312139.99,19682099.85,USD,2026-06-21,2026-01-04,2026-06-21,0,,Open
45102784,00010,NSN-7204-468292,Pad water deluge nozzle,100089,Moon-Base,Essential,23,EA,410853.46,9449629.61,USD,2026-09-03,2026-03-20,2026-12-26,114,,Open-Late
45102785,00010,NSN-9037-928278,Power distribution unit,100094,Artemis-3,Essential,29,EA,1454394.75,42177447.7,USD,2026-07-28,2026-05-26,2026-11-08,103,,Open-Late
45102786,00010,NSN-7770-156837,Cryo transfer line,100101,SR1-Freedom,Critical,28,LOT,1566419.25,43859738.87,USD,2026-10-15,2025-12-14,2027-01-17,94,,Open-Late
45102787,00010,NSN-8889-824038,Cryo valve assembly,100071,SR1-Freedom,Critical,3,LOT,3572983.53,10718950.58,USD,2027-03-27,2026-03-03,2027-03-27,0,,Open
45102788,00010,NSN-9841-219073,Heat-pipe radiator panel,100002,Moon-Base,Essential,2,EA,895586.68,1791173.36,USD,2026-08-12,2026-05-06,2026-12-09,119,,Open-Late
45102789,00010,NSN-3234-883028,Ablative TPS tile,100031,Artemis-3,Essential,20,EA,1598763.95,31975278.95,USD,2026-02-17,2025-10-20,2026-02-17,0,,Delivered
45102790,00010,NSN-6463-814956,Connector backshell,100097,Artemis-3,Essential,7,SET,220297.73,1542084.12,USD,2026-08-03,2026-05-27,2026-08-03,0,,Open
45102791,00010,NSN-5903-438503,Combustion chamber liner,100036,EGS-Ground,Essential,9,SET,184540.21,1660861.91,USD,2026-04-21,2026-02-18,2026-05-06,15,,Delivered
45102792,00010,NSN-4792-986575,Flight computer module,100002,EGS-Ground,Essential,25,EA,291544.93,7288623.27,USD,2026-05-07,2025-11-26,2026-05-07,0,,Delivered
45102793,00010,NSN-6977-867934,Inertial measurement unit,100086,Moon-Base,Critical,15,LOT,1707673.54,25615103.14,USD,2026-10-25,2026-01-27,2026-10-25,0,,Open
45102794,00010,NSN-9501-397846,Connector backshell,100028,Artemis-3,Routine,40,EA,115133.63,4605345.0,USD,2026-05-21,2026-04-04,2026-05-21,0,,Delivered
45102795,00010,NSN-3137-457311,Ablative TPS tile,100105,EGS-Ground,Routine,26,EA,537085.55,13964224.27,USD,2026-03-10,2026-03-02,2026-03-10,0,,Delivered
45102796,00010,NSN-5203-666479,Ground command toolkit,100044,EGS-Ground,Routine,32,SET,688980.73,22047383.47,USD,2026-06-17,2026-04-19,2026-06-17,0,,Open
45102797,00010,NSN-9955-265649,Solar array wing,100069,Artemis-3,Critical,18,EA,4084199.48,73515590.56,USD,2026-09-09,2025-11-17,2026-09-09,0,,Open
45102798,00010,NSN-5653-310445,RAD-hard FPGA board,100072,SR1-Freedom,Routine,4,EA,54086.44,216345.77,USD,2026-05-01,2026-03-26,2026-05-01,0,,Delivered
45102799,00010,NSN-2260-214677,Li-ion battery module,100105,Moon-Base,Critical,28,EA,3968037.87,111105060.27,USD,2026-03-30,2025-10-04,2026-07-06,98,,Open-Late
45102800,00010,NSN-7793-534153,Heat-pipe radiator panel,100030,Moon-Base,Critical,15,EA,6276502.07,94147531.04,USD,2026-11-19,2026-01-24,2026-11-19,0,,Open
45102801,00010,NSN-5150-138399,Mobile launcher umbilical,100051,Artemis-3,Routine,26,EA,200422.99,5210997.83,USD,2026-01-19,2025-12-21,2026-03-18,58,,Delivered
45102802,00010,NSN-9095-686448,Li-ion battery module,100006,Moon-Base,Routine,5,SET,186992.79,934963.93,USD,2026-02-11,2025-12-16,2026-02-11,0,,Delivered
45102803,00010,NSN-5979-875501,Solar array wing,100081,Moon-Base,Essential,2,LOT,1903464.69,3806929.38,USD,2026-06-28,2026-02-09,2026-06-28,0,,Open
45102804,00010,NSN-4939-694223,Al-Li dome gore,100081,Moon-Base,Routine,40,EA,629013.99,25160559.48,USD,2026-06-06,2026-05-06,2026-06-06,0,,Delivered
45102805,00010,NSN-5302-252200,Cryo transfer line,100110,Gateway,Essential,12,LOT,1842206.61,22106479.32,USD,2026-02-08,2025-12-22,2026-02-08,0,,Delivered
45102806,00010,NSN-7431-715519,Flight software license,100030,Artemis-3,Critical,10,LOT,6212637.25,62126372.48,USD,2027-03-15,2026-05-19,2027-04-16,32,,Open-Late
45102807,00010,NSN-7686-393328,Cryo transfer line,100035,Moon-Base,Critical,6,EA,7391493.1,44348958.63,USD,2026-11-30,2026-01-25,2026-11-30,0,,Open
45102808,00010,NSN-7358-592489,Rad-hard memory array,100031,SR1-Freedom,Routine,26,LOT,559741.79,14553286.63,USD,2026-04-20,2026-03-03,2026-07-02,73,,Open-Late
45102809,00010,NSN-5960-752179,Titanium thrust bracket,100118,Gateway,Essential,2,SET,521404.52,1042809.04,USD,2026-07-04,2026-01-07,2026-09-10,68,,Open-Late
45102810,00010,NSN-5478-921609,RAD-hard FPGA board,100035,Gateway,Routine,11,LOT,378008.36,4158091.91,USD,2026-02-01,2026-01-03,2026-02-01,0,,Delivered
45102811,00010,NSN-3466-106687,MLI blanket set,100020,SR1-Freedom,Routine,10,EA,714593.52,7145935.25,USD,2026-04-18,2026-03-08,2026-04-18,0,,Delivered
45102812,00010,NSN-8570-343118,Telemetry decoder,100119,Gateway,Routine,15,LOT,351205.67,5268085.02,USD,2026-06-22,2026-05-06,2026-09-16,86,,Open-Late
45102813,00010,NSN-3444-818530,Turbopump impeller,100049,SR1-Freedom,Routine,15,EA,38492.02,577380.27,USD,2025-10-30,2025-10-12,2025-10-30,0,,Delivered
45102814,00010,NSN-2438-865344,Al-Li dome gore,100053,Moon-Base,Essential,26,EA,1183571.02,30772846.58,USD,2026-04-17,2025-11-17,2026-04-17,0,,Delivered
45102815,00010,NSN-9530-214626,RAD-hard FPGA board,100020,Gateway,Essential,7,EA,2333137.22,16331960.57,USD,2026-05-20,2026-02-02,2026-05-20,0,,Delivered
45102816,00010,NSN-2341-651033,Ablative TPS tile,100008,SR1-Freedom,Essential,2,LOT,2422504.52,4845009.04,USD,2026-02-19,2025-12-17,2026-04-24,64,,Delivered
45102817,00010,NSN-2789-745584,Al-Li dome gore,100045,EGS-Ground,Routine,16,EA,164797.46,2636759.34,USD,2026-03-11,2026-03-01,2026-05-06,56,,Delivered
45102818,00010,NSN-7690-449499,Rad-hard memory array,100050,Gateway,Essential,15,SET,893543.98,13403159.63,USD,2026-01-27,2025-11-02,2026-01-27,0,,Delivered
45102819,00010,NSN-8793-600641,Telemetry decoder,100020,SR1-Freedom,Routine,15,EA,798818.41,11982276.16,USD,2026-03-25,2026-02-28,2026-04-04,10,,Delivered
45102820,00010,NSN-6641-911801,Li-ion battery module,100010,Gateway,Routine,1,EA,648873.7,648873.7,USD,2026-01-10,2025-11-17,2026-03-09,58,,Delivered
45102821,00010,NSN-5609-618934,Flight computer module,100073,SR1-Freedom,Essential,16,EA,1054771.22,16876339.59,USD,2026-07-10,2026-03-14,2026-07-10,0,,Open
45102822,00010,NSN-8155-242371,Pad water deluge nozzle,100010,EGS-Ground,Critical,39,LOT,7862169.56,306624613.01,USD,2026-09-13,2025-10-16,2027-07-05,295,X,Open-Late
45102823,00010,NSN-5653-310445,RAD-hard FPGA board,100012,SR1-Freedom,Routine,25,EA,57510.88,1437772.12,USD,2025-12-13,2025-11-07,2025-12-13,0,,Delivered
45102824,00010,NSN-7112-114760,Heat-pipe radiator panel,100049,SR1-Freedom,Routine,32,EA,582576.28,18642440.91,USD,2025-10-25,2025-10-17,2025-10-25,0,,Delivered
45102825,00010,NSN-7762-731792,Al-Li dome gore,100000,EGS-Ground,Routine,29,LOT,613207.97,17783031.27,USD,2026-04-27,2026-02-26,2026-04-27,0,,Delivered
45102826,00010,NSN-5334-926097,Heat-pipe radiator panel,100036,Moon-Base,Routine,23,EA,563467.86,12959760.84,USD,2026-04-19,2026-04-05,2026-04-19,0,,Delivered
45102827,00010,NSN-5150-138399,Mobile launcher umbilical,100051,Artemis-3,Routine,25,EA,240532.65,6013316.34,USD,2026-04-14,2026-03-16,2026-04-14,0,,Delivered
45102828,00010,NSN-2821-913875,Flight software license,100036,Gateway,Essential,22,LOT,1906142.9,41935143.86,USD,2026-03-22,2026-01-05,2026-03-22,0,,Delivered
45102829,00010,NSN-9456-902328,Ground command toolkit,100001,Gateway,Essential,8,EA,2141439.82,17131518.53,USD,2026-06-08,2026-03-07,2026-06-08,0,,Delivered
45102830,00010,NSN-5067-267457,Flight software license,100117,Gateway,Routine,6,SET,925668.21,5554009.27,USD,2026-04-09,2026-03-21,2026-04-09,0,,Delivered
45102831,00010,NSN-8373-594078,Power distribution unit,100043,EGS-Ground,Critical,4,LOT,6561328.41,26245313.64,USD,2026-08-12,2025-12-28,2026-10-16,65,,Open-Late
45102832,00010,NSN-9317-908320,Combustion chamber liner,100073,EGS-Ground,Essential,9,SET,304905.03,2744145.24,USD,2025-11-30,2025-10-07,2025-11-30,0,,Delivered
45102833,00010,NSN-6911-407835,Connector backshell,100061,SR1-Freedom,Critical,36,EA,992066.7,35714401.32,USD,2026-11-10,2025-10-15,2026-11-10,0,,Open
45102834,00010,NSN-8581-708519,Telemetry decoder,100019,Moon-Base,Essential,9,SET,899683.28,8097149.56,USD,2026-05-11,2025-12-02,2026-05-30,19,,Delivered
45102835,00010,NSN-8496-358771,Rad-hard memory array,100003,Gateway,Essential,25,LOT,1485362.55,37134063.66,USD,2026-07-31,2026-03-11,2026-07-31,0,,Open
45102836,00010,NSN-5205-925250,Rad-hard memory array,100017,Gateway,Critical,10,SET,7446404.95,74464049.46,USD,2026-03-20,2025-11-20,2026-03-20,0,,Delivered
45102837,00010,NSN-2578-649857,Combustion chamber liner,100009,Artemis-3,Critical,9,EA,5959547.24,53635925.18,USD,2026-08-11,2026-01-05,2026-08-11,0,,Open
45102838,00010,NSN-2390-763529,Mobile launcher umbilical,100036,SR1-Freedom,Essential,24,LOT,1799611.76,43190682.36,USD,2026-04-05,2026-01-15,2026-06-12,68,,Open-Late
45102839,00010,NSN-3293-855303,Composite interstage panel,100077,SR1-Freedom,Essential,20,EA,2329174.73,46583494.67,USD,2026-01-18,2025-11-19,2026-01-26,8,,Delivered
45102840,00010,NSN-6432-603268,Al-Li dome gore,100092,SR1-Freedom,Essential,16,LOT,502805.28,8044884.43,USD,2026-06-26,2026-02-23,2026-06-26,0,,Open
45102841,00010,NSN-1530-290926,Flight software license,100089,Artemis-3,Essential,5,EA,2106657.26,10533286.32,USD,2026-02-02,2025-11-23,2026-04-03,60,,Delivered
45102842,00010,NSN-4163-135695,Power distribution unit,100108,Moon-Base,Critical,25,EA,7610315.98,190257899.61,USD,2026-06-22,2026-01-06,2026-06-22,0,,Open
45102843,00010,NSN-5846-350675,Connector backshell,100062,Artemis-3,Essential,17,SET,477671.7,8120418.82,USD,2025-12-15,2025-10-27,2025-12-15,0,,Delivered
45102844,00010,NSN-7765-907789,Pad water deluge nozzle,100052,Artemis-3,Essential,22,EA,166107.69,3654369.14,USD,2026-05-21,2026-02-23,2026-07-08,48,,Open-Late
45102845,00010,NSN-7868-744793,Flight computer module,100005,SR1-Freedom,Routine,7,SET,405658.3,2839608.09,USD,2025-11-15,2025-10-26,2025-11-15,0,,Delivered
45102846,00010,NSN-9841-338161,Cryo transfer line,100102,Artemis-3,Routine,23,EA,112666.69,2591333.96,USD,2025-12-11,2025-11-11,2025-12-11,0,,Delivered
45102847,00010,NSN-3727-542983,Cryo transfer line,100010,Gateway,Essential,15,LOT,215056.61,3225849.12,USD,2026-11-05,2026-05-12,2026-11-05,0,,Open
45102848,00010,NSN-6993-441819,Titanium thrust bracket,100056,EGS-Ground,Critical,18,EA,8568151.63,154226729.31,USD,2026-06-16,2025-12-20,2026-06-16,0,,Open
45102849,00010,NSN-6536-722886,Cryo valve assembly,100079,Moon-Base,Routine,32,SET,558278.64,17864916.33,USD,2026-06-05,2026-05-02,2026-06-05,0,,Delivered
45102850,00010,NSN-8801-589887,Rad-hard memory array,100078,Moon-Base,Routine,31,LOT,729140.89,22603367.67,USD,2026-02-25,2026-01-14,2026-02-25,0,,Delivered
45102851,00010,NSN-3773-466704,Li-ion battery module,100020,Moon-Base,Essential,11,EA,573162.09,6304782.95,USD,2026-03-03,2025-12-11,2026-03-03,0,,Delivered
45102852,00010,NSN-2641-533377,Flight computer module,100002,SR1-Freedom,Essential,20,EA,2979165.99,59583319.87,USD,2026-03-24,2026-01-13,2026-03-24,0,,Delivered
45102853,00010,NSN-7672-404704,MLI blanket set,100046,Artemis-3,Routine,9,SET,164785.81,1483072.32,USD,2026-03-06,2026-02-23,2026-03-06,0,,Delivered
45102854,00010,NSN-9508-579187,Pad water deluge nozzle,100018,Artemis-3,Critical,4,LOT,1288095.11,5152380.43,USD,2027-05-28,2026-05-10,2027-05-28,0,,Open
45102855,00010,NSN-2544-139569,Titanium thrust bracket,100091,EGS-Ground,Essential,32,EA,632159.28,20229097.08,USD,2026-02-03,2025-11-15,2026-02-03,0,,Delivered
45102856,00010,NSN-7302-994787,MLI blanket set,100078,EGS-Ground,Essential,29,EA,892972.35,25896198.14,USD,2026-07-19,2026-02-27,2026-07-19,0,,Open
45102857,00010,NSN-9715-497700,Flight software license,100014,Artemis-3,Routine,5,EA,170247.02,851235.1,USD,2025-12-02,2025-11-03,2025-12-02,0,,Delivered
45102858,00010,NSN-7518-332881,Solar array wing,100006,Gateway,Routine,1,EA,755978.17,755978.17,USD,2025-12-27,2025-11-17,2026-01-26,30,,Delivered
45102859,00010,NSN-9743-416208,Composite interstage panel,100109,Gateway,Critical,1,EA,8023729.86,8023729.86,USD,2026-04-24,2025-12-13,2026-04-24,0,,Delivered
45102860,00010,NSN-6434-938373,MLI blanket set,100109,SR1-Freedom,Routine,9,SET,287313.59,2585822.32,USD,2026-01-20,2026-01-04,2026-04-01,71,,Delivered
45102861,00010,NSN-3947-739008,Mobile launcher umbilical,100003,SR1-Freedom,Critical,14,EA,3252433.87,45534074.2,USD,2026-08-23,2025-11-28,2026-08-23,0,,Open
45102862,00010,NSN-3381-995304,Flight computer module,100071,SR1-Freedom,Critical,10,EA,987244.1,9872440.96,USD,2027-06-06,2026-04-17,2027-08-06,61,,Open-Late
45102863,00010,NSN-6724-468154,Ablative TPS tile,100118,Artemis-3,Routine,37,LOT,170368.82,6303646.42,USD,2026-04-10,2026-03-28,2026-04-10,0,,Delivered
45102864,00010,NSN-4558-458521,Pad water deluge nozzle,100062,SR1-Freedom,Essential,26,EA,860772.87,22380094.56,USD,2026-09-02,2026-04-15,2026-12-21,110,X,Open-Late
45102865,00010,NSN-8620-396020,Cryo valve assembly,100039,Gateway,Routine,9,EA,6515.75,58641.74,USD,2026-05-18,2026-05-06,2026-05-18,0,,Delivered
45102866,00010,NSN-8032-787326,MLI blanket set,100000,SR1-Freedom,Critical,8,EA,1183719.33,9469754.62,USD,2026-04-04,2025-10-18,2026-04-04,0,,Delivered
45102867,00010,NSN-8673-178957,Cryo valve assembly,100046,Artemis-3,Critical,4,SET,679214.03,2716856.12,USD,2027-01-07,2026-05-17,2027-01-07,0,,Open
45102868,00010,NSN-7709-638214,Power distribution unit,100023,Moon-Base,Critical,9,EA,5430273.91,48872465.22,USD,2026-05-12,2026-01-08,2026-05-12,0,,Delivered
45102869,00010,NSN-3688-561477,RAD-hard FPGA board,100026,Gateway,Essential,14,EA,2221646.71,31103053.91,USD,2026-04-10,2026-01-17,2026-04-10,0,,Delivered
45102870,00010,NSN-8144-523533,Cryo transfer line,100021,Gateway,Routine,35,LOT,102159.84,3575594.34,USD,2026-03-11,2026-03-04,2026-03-11,0,,Delivered
45102871,00010,NSN-1894-921875,Li-ion battery module,100048,Moon-Base,Routine,1,LOT,416791.67,416791.67,USD,2026-06-07,2026-05-07,2026-06-07,0,,Delivered
45102872,00010,NSN-2771-785315,Inertial measurement unit,100119,Gateway,Routine,28,EA,101712.74,2847956.71,USD,2026-06-15,2026-05-13,2026-06-15,0,,Open
45102873,00010,NSN-9871-144316,RAD-hard FPGA board,100117,Artemis-3,Routine,27,LOT,345967.02,9341109.59,USD,2026-01-18,2025-12-11,2026-01-18,0,,Delivered
45102874,00010,NSN-7703-817956,Mobile launcher umbilical,100011,EGS-Ground,Essential,10,EA,72099.19,720991.86,USD,2026-05-25,2025-12-06,2026-05-25,0,,Delivered
45102875,00010,NSN-6917-539892,Solar array wing,100119,EGS-Ground,Essential,14,EA,1926675.82,26973461.44,USD,2026-03-02,2026-01-04,2026-05-29,88,,Delivered
45102876,00010,NSN-8032-101640,Power distribution unit,100105,SR1-Freedom,Essential,7,EA,1395578.35,9769048.43,USD,2026-10-17,2026-05-19,2026-10-17,0,,Open
45102877,00010,NSN-5597-243132,Flight computer module,100091,Artemis-3,Critical,4,EA,1786755.84,7147023.37,USD,2027-02-09,2026-02-16,2027-02-09,0,,Open
45102878,00010,NSN-8144-523533,Cryo transfer line,100073,Gateway,Routine,3,LOT,90819.14,272457.41,USD,2025-12-20,2025-12-13,2025-12-20,0,,Delivered
45102879,00010,NSN-4086-257212,Power distribution unit,100057,Gateway,Essential,16,EA,1780415.17,28486642.69,USD,2025-12-15,2025-10-17,2025-12-15,0,,Delivered
45102880,00010,NSN-2821-913875,Flight software license,100087,Gateway,Essential,14,LOT,1803639.08,25250947.13,USD,2026-07-17,2026-05-02,2026-07-17,0,,Open
45102881,00010,NSN-5813-202344,Titanium thrust bracket,100065,SR1-Freedom,Essential,14,EA,598537.69,8379527.66,USD,2026-05-02,2026-01-31,2026-05-02,0,,Delivered
45102882,00010,NSN-6869-991401,Cryo transfer line,100005,Moon-Base,Critical,40,EA,4549141.57,181965662.64,USD,2027-04-10,2026-03-13,2027-08-11,123,,Open-Late
45102883,00010,NSN-7631-990136,Flight software license,100049,Artemis-3,Routine,19,EA,259585.42,4932122.92,USD,2026-02-20,2026-01-23,2026-06-12,112,,Open-Late
45102884,00010,NSN-1422-238205,Turbopump impeller,100031,Artemis-3,Critical,6,SET,417774.2,2506645.21,USD,2027-01-22,2026-05-26,2027-01-22,0,,Open
45102885,00010,NSN-8642-228473,Ablative TPS tile,100051,Artemis-3,Essential,39,LOT,2296045.52,89545775.18,USD,2026-05-04,2026-02-12,2026-05-04,0,,Delivered
45102886,00010,NSN-8642-228473,Ablative TPS tile,100055,Artemis-3,Essential,6,LOT,2478104.97,14868629.85,USD,2026-01-17,2025-10-28,2026-01-17,0,,Delivered
45102887,00010,NSN-3796-975930,Pad water deluge nozzle,100054,EGS-Ground,Essential,8,EA,656927.89,5255423.13,USD,2026-01-04,2025-10-22,2026-01-04,0,,Delivered
45102888,00010,NSN-4783-725329,Power distribution unit,100045,Gateway,Critical,38,LOT,975578.69,37071990.14,USD,2026-08-18,2026-04-07,2026-08-18,0,,Open
45102889,00010,NSN-7579-629208,Titanium thrust bracket,100008,EGS-Ground,Essential,31,EA,2519541.29,78105779.93,USD,2026-10-16,2026-05-11,2026-12-01,46,,Open-Late
45102890,00010,NSN-8452-586288,Inertial measurement unit,100053,Gateway,Routine,14,EA,487521.24,6825297.37,USD,2026-03-02,2026-01-04,2026-04-21,50,,Delivered
45102891,00010,NSN-1916-274421,Al-Li dome gore,100054,EGS-Ground,Essential,21,EA,1572462.78,33021718.44,USD,2026-07-17,2026-01-21,2026-07-17,0,,Open
45102892,00010,NSN-3137-457311,Ablative TPS tile,100031,EGS-Ground,Routine,38,EA,505852.41,19222391.75,USD,2026-03-25,2026-03-17,2026-03-25,0,,Delivered
45102893,00010,NSN-3938-991737,RAD-hard FPGA board,100049,Gateway,Essential,26,EA,2659241.09,69140268.46,USD,2026-06-07,2026-03-18,2026-08-10,64,,Open-Late
45102894,00010,NSN-8017-276831,Connector backshell,100071,Gateway,Critical,3,EA,2062327.56,6186982.67,USD,2026-06-21,2025-10-18,2026-06-21,0,,Open
45102895,00010,NSN-2843-804378,Combustion chamber liner,100054,Artemis-3,Essential,36,EA,1759693.87,63348979.41,USD,2026-06-16,2026-02-02,2026-06-16,0,,Open
45102896,00010,NSN-2678-208214,Turbopump impeller,100000,Moon-Base,Essential,10,LOT,208026.97,2080269.65,USD,2026-07-09,2026-04-20,2026-07-09,0,,Open
45102897,00010,NSN-8577-922072,Connector backshell,100022,Artemis-3,Routine,31,EA,492975.94,15282254.29,USD,2026-05-08,2026-04-12,2026-05-08,0,,Delivered
45102898,00010,NSN-6038-208998,Flight software license,100091,Moon-Base,Critical,17,EA,6130370.42,104216297.13,USD,2026-08-19,2025-12-21,2026-10-10,52,,Open-Late
45102899,00010,NSN-6188-478221,Ground command toolkit,100040,Artemis-3,Critical,9,EA,804932.11,7244388.97,USD,2026-09-11,2026-05-12,2026-09-11,0,,Open
45102900,00010,NSN-1621-194641,Cryo transfer line,100000,SR1-Freedom,Critical,35,LOT,2246141.08,78614937.93,USD,2026-09-17,2026-01-28,2026-09-17,0,,Open
45102901,00010,NSN-6917-539892,Solar array wing,100118,EGS-Ground,Essential,31,EA,1794890.39,55641602.15,USD,2025-12-29,2025-11-02,2025-12-29,0,,Delivered
45102902,00010,NSN-2226-720647,Ground command toolkit,100071,Artemis-3,Essential,11,SET,2599459.89,28594058.79,USD,2026-04-20,2026-02-01,2026-04-20,0,,Delivered
45102903,00010,NSN-9734-458955,Mobile launcher umbilical,100102,Artemis-3,Essential,8,EA,1411557.21,11292457.65,USD,2026-10-28,2026-05-13,2026-10-28,0,,Open
45102904,00010,NSN-9098-776320,Space-grade DC-DC converter,100083,EGS-Ground,Routine,33,EA,624278.66,20601195.89,USD,2026-07-22,2026-05-24,2027-02-21,214,X,Open-Late
45102905,00010,NSN-9530-214626,RAD-hard FPGA board,100116,Gateway,Essential,6,EA,2951844.89,17711069.36,USD,2026-02-22,2025-11-07,2026-06-12,110,,Open-Late
45102906,00010,NSN-6224-705526,Ablative TPS tile,100085,EGS-Ground,Essential,13,EA,669324.51,8701218.58,USD,2026-03-30,2025-12-15,2026-03-30,0,,Delivered
45102907,00010,NSN-9196-685864,Heat-pipe radiator panel,100044,SR1-Freedom,Routine,31,SET,407322.01,12626982.46,USD,2026-06-07,2026-05-06,2026-06-07,0,,Delivered
45102908,00010,NSN-6067-517500,Combustion chamber liner,100096,EGS-Ground,Routine,40,EA,58095.75,2323830.15,USD,2026-06-04,2026-05-02,2026-06-04,0,,Delivered
45102909,00010,NSN-2641-533377,Flight computer module,100086,SR1-Freedom,Essential,38,EA,2478017.2,94164653.46,USD,2026-05-08,2026-02-27,2026-05-08,0,,Delivered
